flare;radio_flux_10.7cm;sesc_sunspot_number;sunspot_area;goes15_xray_bkgd_flux;mwl_alpha;mwl_beta;mwl_gamma;mwl_beta_gamma;mwl_delta;mwl_beta_delta;mwl_beta_gamma_delta;mwl_gamma_delta
1;210;240;1830;0.0000029;1;1;0;0;0;0;1;0
1;231;191;1820;0.0000013;1;1;0;0;0;0;1;0
1;234;212;2590;0.0000018;1;1;0;0;0;1;0;0
1;224;236;2060;0.0000016;1;1;0;1;0;0;0;0
1;219;230;1720;0.0000017;1;1;0;1;0;0;0;0
0;205;243;990;0.0000015;1;1;0;0;0;0;0;0
1;211;255;1390;0.0000014;1;1;0;0;0;0;1;0
1;205;227;1200;0.000001;1;1;0;1;0;0;1;0
1;201;232;1250;0.0000011;1;1;0;0;0;0;0;0
0;209;238;910;0.0000015;1;1;0;0;0;0;0;0
1;206;225;910;0.0000012;1;1;0;0;0;0;0;0
1;225;248;950;0.0000012;1;1;0;1;0;0;0;0
0;223;287;1430;0.0000013;1;1;0;1;0;1;1;0
0;219;301;1700;0.0000012;1;1;0;1;0;0;0;0
0;215;252;1100;0.000001;1;1;0;1;0;0;0;0
1;207;184;1180;0.0000011;1;1;0;0;0;1;0;0
0;194;221;1040;0.0000015;1;1;0;1;0;0;0;0
1;178;155;620;0.00000096;1;1;0;1;0;0;0;0
0;175;172;730;0.00000087;1;1;0;0;0;0;0;0
1;182;167;760;0.00000076;1;1;0;1;0;0;1;0
1;176;160;630;0.000001;1;1;0;0;0;0;1;0
0;178;175;590;0.0000018;1;1;0;0;0;0;0;1
1;182;148;630;0.00000076;1;1;0;0;0;0;1;0
1;173;172;820;0.0000011;1;1;0;1;0;0;0;0
0;164;190;1030;0.00000056;0;1;0;1;0;0;0;0
0;165;173;860;0.00000054;1;1;0;1;0;0;0;0
1;164;177;770;0.00000053;1;1;0;0;0;0;0;0
0;159;170;750;0.00000048;1;1;0;0;0;0;0;0
0;158;166;680;0.00000051;1;1;0;1;0;0;0;0
0;160;167;710;0.00000047;1;1;0;1;0;0;0;0
0;168;179;710;0.00000072;1;1;0;1;0;0;0;0
0;181;179;1110;0.000001;1;1;0;0;0;0;0;0
0;187;211;1730;0.00000087;1;1;0;0;0;0;0;0
0;202;226;2360;0.00000089;1;1;0;0;0;0;0;0
0;206;252;2860;0.00000074;1;1;0;1;0;0;0;0
0;206;222;2680;0.00000076;1;1;0;1;0;1;0;0
0;203;229;2520;0.00000062;1;1;0;1;0;0;0;0
0;190;197;2530;0.00000055;1;1;0;1;0;0;0;0
0;184;163;2020;0.00000051;1;1;0;1;0;0;0;0
0;183;238;2220;0.00000057;1;1;0;1;0;0;0;0
0;175;142;1630;0.00000058;1;1;0;1;0;0;0;0
0;170;126;1570;0.0000006;1;1;0;0;0;0;0;0
1;158;121;1530;0.00000044;1;1;0;1;0;0;0;0
1;153;108;1260;0.0000005;1;1;0;1;0;0;0;0
1;137;113;710;0.00000045;1;1;0;0;0;0;0;0
1;135;105;230;0.0000005;1;1;0;0;0;0;0;0
1;130;122;150;0.00000047;1;1;0;0;0;0;0;0
0;127;111;140;0.00000051;0;1;0;0;0;0;0;0
0;131;130;130;0.00000023;0;1;0;0;0;0;0;0
0;137;131;200;0.00000029;1;1;0;0;0;0;0;0
0;150;149;390;0.00000039;1;1;0;0;0;0;0;0
0;179;174;620;0.00000074;1;1;0;0;0;0;0;0
0;178;213;980;0.000001;1;1;0;0;0;0;0;0
1;190;211;1500;0.0000012;1;1;0;0;0;0;0;0
1;217;260;2570;0.0000026;1;1;0;0;0;0;0;0
1;233;263;2710;0.0000041;1;1;0;0;0;0;0;0
1;244;302;3510;0.0000018;1;1;0;0;0;0;0;0
1;259;298;3450;0.0000013;1;1;0;1;0;1;0;0
0;262;342;3190;0.0000027;1;1;0;1;0;0;0;0
1;253;297;3020;0.000002;1;1;0;1;0;0;0;0
1;254;239;2760;0.0000029;1;1;0;1;0;0;0;0
0;246;282;2920;0.0000022;1;1;0;1;0;0;0;0
0;232;271;2950;0.0000019;1;1;0;1;0;1;0;0
0;215;207;2150;0.0000016;1;1;0;0;0;1;1;0
0;204;150;1540;0.00000096;1;1;0;0;0;0;0;0
1;189;185;1910;0.0000024;1;1;0;1;0;0;0;0
0;173;125;1450;0.0000019;1;1;0;1;0;0;0;0
0;168;155;1310;0.00000079;1;1;0;0;0;0;0;0
0;162;161;1040;0.00000062;1;1;0;0;0;0;0;0
0;156;176;1150;0.00000087;1;1;0;0;0;0;0;0
0;149;189;1110;0.00000057;1;1;0;1;0;0;0;0
0;146;153;920;0.0000008;1;1;0;1;0;0;0;0
0;154;110;820;0.00000073;1;1;0;1;0;0;0;0
1;148;128;950;0.00000064;1;1;0;0;0;0;0;0
1;155;126;1360;0.0000005;1;1;0;0;0;0;0;0
1;166;125;1530;0.0000056;1;1;0;1;0;0;0;0
1;170;139;1480;0.00000059;0;1;0;1;0;0;0;0
1;171;132;1430;0.0000013;1;1;0;0;0;0;1;0
1;186;133;1670;0.000001;1;1;0;0;0;0;1;0
1;180;145;1380;0.0000016;1;1;0;0;0;0;1;0
0;175;203;1420;0.0000013;1;1;0;0;0;0;1;0
0;169;183;1320;0.00000077;1;1;0;0;0;0;1;0
1;180;165;1160;0.00000071;1;1;0;1;0;0;0;0
1;187;224;1440;0.000001;1;1;0;1;0;0;0;0
0;193;236;1780;0.0000011;1;1;0;1;0;0;0;0
0;199;243;1750;0.00000088;1;1;0;1;0;0;0;0
0;201;278;1930;0.00000094;1;1;0;1;0;0;0;0
1;202;261;1910;0.000001;1;1;0;1;0;0;0;0
0;198;252;2090;0.0000012;1;1;0;1;0;0;0;0
1;193;211;1710;0.0000011;1;1;0;1;0;0;0;0
1;188;250;1450;0.0000013;1;1;0;1;0;0;0;0
0;178;194;1320;0.00000074;1;1;0;1;0;0;0;0
0;184;219;1440;0.00000067;1;1;0;1;0;0;0;0
1;188;226;1230;0.00000079;1;1;0;1;0;0;0;0
0;180;187;1260;0.0000012;1;1;0;1;0;0;0;0
1;175;182;1310;0.00000099;1;1;0;1;0;0;0;0
0;168;190;1220;0.00000081;1;1;0;1;0;0;0;0
1;175;177;1120;0.0000012;1;1;0;0;0;0;0;0
0;177;180;1440;0.0000011;1;1;0;0;0;0;0;0
0;179;206;1620;0.00000079;1;1;0;1;0;0;0;0
0;175;166;1720;0.00000073;1;1;0;1;0;0;0;0
0;163;189;1780;0.00000062;1;1;0;0;0;0;0;0
0;160;159;1640;0.00000072;1;1;0;0;0;0;0;0
1;164;175;1380;0.00000074;1;1;0;0;0;0;0;0
0;162;185;1300;0.00000067;1;1;0;0;0;0;0;0
0;156;166;1180;0.00000057;1;1;0;0;0;0;0;0
0;158;165;1040;0.00000057;1;1;0;0;0;0;0;0
0;169;200;1010;0.00000059;1;1;0;0;0;0;0;0
0;174;210;1170;0.00000062;1;1;0;1;0;0;0;0
1;187;226;1150;0.000001;1;1;0;0;0;0;0;0
0;210;260;1740;0.000001;1;1;0;1;0;0;0;0
1;211;262;2240;0.0000033;1;1;0;1;0;0;0;0
1;215;232;2420;0.0000017;1;1;0;1;0;0;0;0
1;225;281;2720;0.0000055;1;1;0;1;0;0;1;0
1;230;241;2950;0.0000024;1;1;0;1;0;0;1;0
1;232;240;2550;0.0000036;1;1;0;1;0;0;1;0
1;204;243;1560;0.0000029;1;1;0;1;0;0;1;0
1;213;229;1120;0.0000026;1;1;0;1;0;0;1;0
1;219;268;1310;0.0000017;1;1;0;1;0;0;1;0
1;228;335;1900;0.0000023;1;1;0;1;0;0;0;0
1;249;343;2150;0.0000015;1;1;0;1;0;0;0;0
1;250;342;2390;0.0000021;1;1;0;1;0;0;1;0
1;253;401;2850;0.0000026;1;1;0;0;0;0;1;0
1;251;325;2690;0.0000021;1;1;0;0;0;1;0;1
1;251;290;2140;0.0000023;1;1;0;1;0;0;0;1
1;217;276;2030;0.0000018;1;1;0;1;0;0;0;1
0;225;215;1820;0.0000015;1;1;0;1;0;0;0;0
1;202;232;1710;0.0000014;1;1;0;1;0;0;0;0
1;175;214;1390;0.0000015;1;1;0;1;0;0;0;0
1;162;174;970;0.0000013;1;1;0;1;0;0;0;0
0;158;163;840;0.00000092;1;1;0;1;0;0;0;0
0;153;183;890;0.00000066;1;1;0;0;0;0;0;0
0;150;138;680;0.00000055;1;1;0;0;0;0;0;0
0;148;123;630;0.00000046;1;1;0;0;0;0;0;0
0;149;139;650;0.00000052;1;1;0;0;0;0;0;0
0;151;153;600;0.00000044;1;1;0;1;0;0;0;0
0;154;133;540;0.0000007;1;1;0;0;0;0;0;0
0;154;137;610;0.0000006;1;1;0;0;0;0;0;0
0;159;161;850;0.00000044;1;1;0;0;0;0;0;0
0;166;174;790;0.00000074;1;1;0;0;0;0;0;0
0;167;189;710;0.0000006;1;1;0;0;0;0;0;0
1;170;188;1000;0.00000077;1;1;0;1;0;0;0;0
0;182;176;910;0.00000079;1;1;0;1;0;0;0;0
0;181;141;770;0.00000087;1;1;0;1;0;0;0;0
0;187;170;840;0.00000082;0;1;0;1;0;0;0;0
1;189;186;870;0.0000014;1;1;0;0;0;0;0;0
0;186;196;870;0.00000097;1;1;0;1;0;0;0;0
0;190;266;970;0.00000093;1;1;0;0;0;0;0;0
0;194;209;940;0.0000009;1;1;0;1;0;0;0;0
0;186;244;820;0.0000014;1;1;0;1;0;0;0;0
0;177;252;800;0.00000067;1;1;0;1;0;0;0;0
0;170;231;940;0.00000051;1;1;0;1;0;0;0;0
0;157;209;720;0.00000055;1;1;0;1;0;0;0;0
0;152;150;610;0.0000005;1;1;0;1;0;0;0;0
0;151;132;570;0.00000068;1;1;0;0;0;0;0;0
0;144;84;480;0.00000055;1;1;0;0;0;0;0;0
0;137;84;450;0.00000045;1;1;0;0;0;0;0;0
0;131;92;560;0.00000045;1;1;0;0;0;0;0;0
1;133;101;630;0.00000038;1;1;0;0;0;0;0;0
0;137;104;550;0.00000043;1;1;0;0;0;0;0;0
0;150;124;790;0.00000058;1;1;0;0;0;0;0;0
0;160;165;1040;0.00000088;1;1;0;0;0;0;0;0
0;163;175;1130;0.00000071;1;1;0;0;0;0;0;0
0;165;187;990;0.0000017;1;1;0;0;0;0;0;0
0;163;214;970;0.00000052;1;1;0;1;0;0;0;0
0;158;195;910;0.00000045;1;1;0;1;0;0;0;0
0;154;177;760;0.00000063;1;1;0;1;0;0;0;0
0;154;181;570;0.00000046;1;1;0;0;0;0;0;0
1;171;169;540;0.00000075;1;1;0;0;0;0;0;0
0;180;144;770;0.0000011;1;1;0;0;0;0;0;0
0;179;150;990;0.00000082;1;1;0;0;0;0;0;0
0;173;160;1030;0.00000055;1;1;0;1;0;0;0;0
0;163;115;1110;0.00000068;1;1;0;1;0;0;0;0
1;151;116;890;0.00000051;1;1;0;0;0;0;0;0
0;141;69;250;0.00000086;1;1;0;0;0;0;0;0
0;135;27;130;0.00000041;1;1;0;0;0;0;0;0
1;133;38;30;0.00000051;0;1;0;0;0;0;0;0
0;133;96;80;0.00000038;1;1;0;0;0;0;0;0
1;151;109;370;0.00000055;1;1;0;0;0;0;0;0
1;159;113;840;0.00000067;1;1;0;1;0;0;0;0
1;175;148;800;0.00000074;0;1;0;0;0;1;0;0
0;182;146;850;0.0000013;1;1;0;1;0;0;0;0
0;204;154;2040;0.0000013;0;1;0;1;0;0;0;0
1;207;140;3310;0.0000016;0;1;0;1;0;0;0;0
0;211;171;2800;0.000001;1;1;0;1;0;0;1;0
0;225;198;2900;0.0000011;1;1;0;1;0;0;1;0
0;232;248;2770;0.0000011;1;1;0;1;0;0;1;0
0;225;216;2680;0.0000023;1;1;0;0;0;0;1;0
1;225;255;2610;0.0000013;0;1;0;0;0;0;1;0
1;226;215;2240;0.0000014;1;1;0;1;0;0;1;0
0;224;223;2060;0.000001;1;1;0;0;0;0;1;0
0;205;233;1850;0.0000017;1;1;0;1;0;0;0;0
0;202;211;1400;0.0000014;1;1;0;1;0;0;0;0
0;192;164;1530;0.0000011;1;1;0;1;0;0;0;0
1;194;155;1010;0.0000012;1;1;0;0;0;0;0;0
1;202;157;880;0.0000015;1;1;0;1;0;0;0;0
1;203;190;1260;0.0000013;1;1;0;1;0;0;0;0
0;192;196;1210;0.00000077;1;1;0;1;0;0;0;0
0;184;216;1240;0.0000007;1;1;0;1;0;0;0;0
0;174;145;960;0.00000061;1;1;0;1;0;0;0;0
0;158;127;820;0.00000053;1;1;0;0;0;0;0;0
0;156;94;530;0.00000053;1;1;0;0;0;0;0;0
0;149;128;690;0.00000074;1;1;0;0;0;0;0;0
0;141;106;530;0.0000005;0;1;0;0;0;0;0;0
0;140;95;350;0.0000017;1;1;0;0;0;0;0;0
0;151;131;540;0.00000053;1;1;0;1;0;0;0;0
1;163;187;670;0.00000047;0;1;0;0;0;0;0;0
0;168;167;760;0.0000013;1;1;0;0;0;0;0;0
1;163;157;630;0.0000011;1;1;0;1;0;0;0;0
0;161;99;480;0.0000012;0;1;0;1;0;0;0;0
1;161;109;480;0.0000015;1;1;0;0;0;0;0;0
0;154;130;540;0.00000088;1;1;0;1;0;0;0;0
0;151;128;480;0.00000082;1;1;0;0;0;0;0;0
0;158;128;380;0.00000068;0;1;0;0;0;0;0;0
0;161;144;630;0.00000055;1;1;0;0;0;0;0;0
1;158;166;530;0.00000053;1;1;0;1;0;0;0;0
0;160;117;480;0.00000051;1;1;0;1;0;0;0;0
0;167;143;410;0.00000066;1;1;0;0;0;0;0;0
0;159;99;470;0.00000061;1;1;0;0;0;0;0;0
0;164;112;600;0.0000006;1;1;0;0;0;0;0;0
0;171;113;530;0.00000094;1;1;0;0;0;0;0;0
1;176;113;480;0.000001;1;1;0;0;0;0;0;0
1;182;153;810;0.0000011;1;1;0;0;0;0;0;0
1;187;163;1090;0.0000015;1;1;0;0;0;0;0;0
0;194;158;870;0.00000094;1;1;0;1;0;0;0;0
0;193;135;680;0.000001;0;1;0;0;0;0;0;0
0;204;206;940;0.0000008;1;1;0;0;0;0;0;0
0;196;213;1070;0.00000084;1;1;0;0;0;0;0;0
0;199;196;1090;0.0000008;1;1;0;0;0;0;0;0
0;195;159;1110;0.000002;1;1;0;0;0;0;0;0
0;186;173;980;0.0000012;1;1;0;0;0;0;0;0
0;178;158;860;0.0000008;1;1;0;0;0;0;0;0
1;180;120;740;0.00000089;1;1;0;0;0;0;0;0
1;173;171;910;0.0000011;1;1;0;0;0;0;0;0
1;166;149;730;0.000011;1;1;0;0;0;0;0;0
0;153;141;720;0.0000013;1;1;0;0;0;0;0;0
0;150;128;550;0.00000061;1;1;0;0;0;0;0;0
0;147;112;490;0.00000049;1;1;0;0;0;0;0;0
0;144;99;690;0.00000048;1;1;0;0;0;0;0;0
1;149;131;880;0.00000047;1;1;0;0;0;0;0;0
0;147;144;900;0.00000051;1;1;0;0;0;0;0;0
0;154;142;930;0.00000099;1;1;0;0;0;0;0;0
0;163;140;760;0.00000063;1;1;0;0;0;0;0;0
1;177;171;680;0.00000083;1;1;0;1;0;0;0;0
0;175;174;890;0.0000014;1;1;0;1;0;0;0;0
0;174;168;1160;0.0000018;1;1;0;1;0;0;0;0
1;185;160;1160;0.00000087;1;1;0;1;0;0;0;0
0;195;136;1150;0.000001;1;1;0;1;0;0;0;0
1;205;141;1280;0.0000014;1;1;0;1;0;0;0;0
1;197;134;1180;0.0000019;1;1;0;1;0;0;0;0
1;202;110;1150;0.0000021;1;1;0;1;0;0;0;0
1;202;95;1120;0.00000087;1;1;0;1;0;0;0;0
0;192;121;1120;0.00000089;1;1;0;1;0;0;0;0
0;196;154;1280;0.00000089;1;1;0;1;0;0;0;0
0;188;160;1300;0.00000087;1;1;0;1;0;0;0;0
1;192;191;1130;0.00000073;1;1;0;0;0;0;0;0
0;185;157;700;0.00000079;1;1;0;0;0;0;0;0
0;167;141;560;0.00000065;1;1;0;1;0;0;0;0
0;164;186;630;0.0000005;1;1;0;0;0;0;0;0
0;152;120;490;0.00000046;1;1;0;0;0;0;0;0
0;147;90;320;0.00000048;1;1;0;0;0;0;0;0
1;141;99;360;0.00000069;1;1;0;0;0;0;0;0
0;144;125;460;0.000001;1;1;0;0;0;0;0;0
0;138;81;190;0.00000081;1;1;0;0;0;0;0;0
0;135;73;250;0.00000077;1;1;0;0;0;0;0;0
0;147;58;170;0.00000058;1;1;0;0;0;0;0;0
0;144;101;310;0.00000047;1;1;0;0;0;0;0;0
1;150;95;320;0.00000064;1;1;0;0;0;0;0;0
0;165;173;520;0.00000052;1;1;0;0;0;0;0;0
0;182;157;520;0.00000062;1;1;0;0;0;0;0;0
0;188;181;990;0.00000056;1;1;0;0;0;0;0;0
0;191;217;830;0.00000072;1;1;0;0;0;0;0;0
0;197;229;1100;0.0000012;1;1;0;1;0;0;0;0
0;198;174;690;0.0000014;1;1;0;1;0;0;0;0
0;199;163;900;0.0000013;1;1;0;1;0;0;0;0
0;201;183;1100;0.0000011;1;1;0;0;0;0;0;0
0;195;161;850;0.0000013;1;1;0;0;0;0;0;0
0;190;164;1020;0.00000088;1;1;0;0;0;0;0;0
0;191;130;990;0.0000016;1;1;0;1;0;0;0;0
1;193;155;1080;0.0000011;1;1;0;0;0;0;0;0
0;187;164;860;0.00000084;1;1;0;1;0;0;0;1
1;189;189;940;0.00000074;1;1;0;0;0;0;0;1
1;188;171;1050;0.00000081;1;1;0;0;0;0;0;1
0;185;159;1490;0.0000017;1;1;0;1;0;0;0;0
1;182;150;1300;0.00000081;1;1;0;1;0;0;0;0
0;182;140;1370;0.00000059;1;1;0;1;0;0;0;0
0;170;153;1250;0.00000068;1;1;0;1;0;0;0;0
0;171;119;1190;0.00000049;1;1;0;1;0;0;0;0
0;176;143;1060;0.00000054;1;1;0;1;0;0;0;0
1;170;128;930;0.00000065;1;1;0;0;0;0;0;0
0;175;180;900;0.0000039;1;1;0;0;0;0;0;0
0;176;158;1040;0.00000069;1;1;0;0;0;0;0;0
0;179;172;1060;0.0000006;1;1;0;0;0;0;0;0
0;177;183;890;0.000001;1;1;0;0;0;0;0;0
0;167;167;780;0.00000074;1;1;0;0;0;0;0;0
1;166;140;560;0.00000073;1;1;0;0;0;0;0;0
1;163;139;480;0.0000017;1;1;0;0;0;0;0;0
0;166;173;590;0.0000008;1;1;0;1;0;0;0;0
0;178;173;710;0.00000056;1;1;0;1;0;0;0;0
0;184;146;860;0.00000067;1;1;0;1;0;0;0;0
0;176;181;890;0.00000077;1;1;0;1;0;0;0;0
0;169;154;720;0.00000067;1;1;0;1;0;0;0;0
0;162;115;540;0.00000055;1;1;0;1;0;0;0;0
0;152;71;270;0.00000079;1;1;0;1;0;0;0;0
0;152;99;310;0.00000058;1;1;0;1;0;0;0;0
1;153;134;520;0.00000048;1;1;0;0;0;0;0;0
1;153;91;520;0.00000073;1;1;0;0;0;0;0;0
1;152;108;500;0.00000073;1;1;0;1;0;0;0;0
0;162;108;570;0.00000062;0;1;0;0;0;0;0;0
0;167;178;610;0.00000056;0;1;0;0;0;0;0;0
1;173;186;750;0.0000011;1;1;0;1;0;0;0;0
0;169;163;540;0.00000052;1;1;0;1;0;0;0;0
1;166;157;580;0.00000054;1;1;0;1;0;0;0;0
0;167;134;580;0.00000059;1;1;0;0;0;0;0;0
1;168;124;470;0.00000081;0;1;0;1;0;0;0;0
0;165;142;380;0.00000078;1;1;0;0;0;0;0;0
0;160;128;470;0.00000059;1;1;0;0;0;0;0;0
0;153;130;430;0.00000074;1;1;0;0;0;0;0;0
0;161;141;550;0.00000073;1;1;0;0;0;0;0;0
1;166;109;450;0.00000072;1;1;0;0;0;0;0;0
0;164;149;570;0.0000024;1;1;0;0;0;0;0;0
0;164;164;690;0.00000098;1;1;0;0;0;0;0;0
0;165;157;650;0.00000055;1;1;0;0;0;0;0;0
0;170;161;670;0.000001;1;1;0;0;0;0;0;0
0;164;163;660;0.00000055;1;1;0;0;0;0;0;0
0;157;168;540;0.00000044;1;1;0;1;0;0;0;0
0;162;179;700;0.00000044;1;1;0;0;0;0;0;0
0;161;172;550;0.00000076;0;1;0;0;0;0;0;0
0;151;169;560;0.0000005;1;1;0;1;0;0;0;0
0;145;106;470;0.00000033;1;1;0;0;0;0;0;0
0;141;113;410;0.00000034;1;1;0;0;0;0;0;0
0;138;99;430;0.00000028;1;1;0;0;0;0;0;0
0;135;113;470;0.0000003;1;1;0;0;0;0;0;0
0;130;133;380;0.00000032;1;1;0;0;0;0;0;0
0;130;95;230;0.00000019;1;1;0;0;0;0;0;0
0;132;143;340;0.00000021;1;1;0;0;0;0;0;0
0;137;147;310;0.00000033;1;1;0;0;0;0;0;0
0;146;119;430;0.00000054;1;1;0;0;0;0;0;0
0;144;119;470;0.00000035;1;1;0;0;0;0;0;0
0;146;135;520;0.00000039;1;1;0;0;0;0;0;0
0;145;135;530;0.00000034;1;1;0;0;0;0;0;0
0;137;99;580;0.00000061;1;1;0;0;0;0;0;0
0;135;111;480;0.00000028;1;1;0;0;0;0;0;0
0;135;91;370;0.00000041;1;1;0;0;0;0;0;0
0;131;90;200;0.00000051;1;1;0;0;0;0;0;0
0;132;88;180;0.00000024;0;1;0;0;0;0;0;0
0;131;59;80;0.00000023;1;1;0;0;0;0;0;0
0;130;77;140;0.00000021;1;1;0;0;0;0;0;0
0;140;138;330;0.00000032;1;1;0;0;0;0;0;0
0;141;157;460;0.00000045;0;1;0;0;0;0;0;0
0;156;143;580;0.00000032;1;1;0;0;0;0;0;0
0;158;131;960;0.00000055;1;1;0;0;0;0;0;0
0;177;102;1230;0.0000014;1;1;0;0;0;0;0;0
1;167;98;1070;0.00000098;1;1;0;0;0;0;0;0
1;161;113;730;0.0000012;1;1;0;1;0;0;0;0
1;160;131;820;0.000001;1;1;0;1;0;0;0;0
0;158;139;740;0.0000006;1;1;0;1;0;0;0;0
0;158;174;680;0.00000061;1;1;0;0;0;0;0;0
0;147;110;280;0.00000051;1;1;0;0;0;0;0;0
0;142;159;270;0.00000039;1;1;0;0;0;0;0;0
0;136;126;390;0.00000032;1;1;0;1;0;0;0;0
0;140;86;410;0.00000054;1;1;0;1;0;0;0;0
0;134;90;430;0.00000027;0;1;0;1;0;0;0;0
0;140;91;280;0.00000028;1;1;0;1;0;0;0;0
0;147;85;420;0.00000052;1;1;0;1;0;0;0;0
1;153;98;540;0.00000082;1;1;0;1;0;0;0;0
1;159;136;940;0.00000096;1;1;0;1;0;0;0;0
1;183;129;770;0.0000016;1;1;0;1;0;0;0;0
0;180;145;1210;0.0000016;1;1;0;0;0;0;0;0
1;219;204;1760;0.00000094;1;1;0;0;0;0;0;0
1;217;276;1870;0.0000026;1;1;0;0;0;0;1;0
1;264;339;2290;0.0000014;1;1;0;1;0;0;0;0
1;273;291;2830;0.0000021;1;1;0;0;0;0;1;0
1;274;352;3830;0.0000028;1;1;0;1;0;0;1;0
1;262;315;3940;0.0000038;1;1;0;1;0;0;1;0
1;257;349;3620;0.0000034;1;1;0;1;0;0;1;0
1;246;326;3100;0.0000028;1;1;0;1;0;0;1;0
1;258;320;2830;0.0000024;1;1;0;0;0;0;1;0
1;228;223;2780;0.0000065;1;1;0;1;0;0;1;0
1;223;228;2600;0.00002;1;1;0;1;0;0;1;0
1;205;217;1950;0.0000026;1;1;0;1;0;0;1;0
1;210;214;1810;0.0000017;1;1;0;0;0;0;0;0
1;192;136;1790;0.0000033;1;1;0;1;0;0;0;0
0;180;153;1640;0.0000015;1;1;0;1;0;0;0;0
0;169;188;1500;0.00000062;1;1;0;1;0;0;0;0
1;165;185;1420;0.000001;1;1;0;0;0;0;1;0
1;170;170;930;0.00000047;1;1;0;0;0;0;1;0
1;160;178;1050;0.00000079;1;1;0;0;0;0;1;0
1;149;159;1030;0.00000081;0;1;0;0;0;0;1;0
0;137;138;870;0.00000033;1;1;0;0;0;0;1;0
1;139;149;850;0.00000051;0;1;0;1;0;0;1;0
1;134;100;730;0.00000055;1;1;0;1;0;0;0;0
1;123;107;330;0.00000069;1;1;0;0;0;0;0;0
1;126;89;160;0.00000051;1;1;0;0;0;0;0;0
0;132;63;280;0.00000057;1;1;0;0;0;0;0;0
1;145;85;770;0.00000055;1;1;0;0;0;0;0;0
1;180;103;890;0.00000054;1;1;0;0;0;0;0;0
0;191;156;1430;0.00000064;1;1;0;1;0;0;0;0
1;193;164;1380;0.0000011;1;1;0;1;0;0;0;0
1;196;140;1420;0.00000081;1;1;0;0;0;0;1;0
1;194;175;1520;0.00000063;1;1;0;0;0;0;1;0
1;194;182;1530;0.0000015;1;1;0;0;0;0;1;0
1;196;193;1410;0.00000082;1;1;0;0;0;0;1;0
1;191;181;1530;0.0000012;1;1;0;0;0;0;1;0
0;188;173;1480;0.00000088;1;1;0;0;0;0;1;0
0;192;161;1400;0.000001;1;1;0;0;0;0;1;0
0;188;178;1250;0.0000009;1;1;0;0;0;0;1;0
1;210;152;1230;0.00000071;1;1;0;1;0;0;0;0
1;176;179;1180;0.0000013;1;1;0;1;0;0;0;0
0;172;157;830;0.00000082;1;1;0;1;0;0;0;0
0;176;186;1150;0.00000093;1;1;0;1;0;0;0;0
1;161;151;1080;0.00000071;1;1;0;1;0;0;0;0
0;155;120;700;0.0000004;1;1;0;1;0;0;0;0
0;138;103;610;0.00000031;1;1;0;1;0;0;0;0
0;129;88;440;0.000001;1;1;0;1;0;0;0;0
0;129;98;440;0.00000044;1;1;0;1;0;0;0;0
0;130;94;650;0.00000086;1;1;0;1;0;0;0;0
0;137;96;810;0.00000032;1;1;0;0;0;0;0;0
1;138;127;900;0.00000037;1;1;0;0;0;0;0;0
1;139;119;840;0.00000077;1;1;0;1;0;0;0;0
0;138;149;720;0.0000003;1;1;0;1;0;0;0;0
1;142;146;690;0.00000042;1;1;0;1;0;0;0;0
1;138;125;680;0.000001;1;1;0;1;0;0;0;0
1;147;137;760;0.00000057;1;1;0;1;0;0;0;0
0;138;109;490;0.00000064;1;1;0;1;0;0;0;0
0;141;92;620;0.00000063;1;1;0;0;0;0;0;0
1;142;99;800;0.0000008;1;1;0;0;0;0;0;0
0;150;118;880;0.00000041;1;1;0;0;0;0;0;0
0;152;159;790;0.00000045;1;1;0;1;0;0;0;0
0;159;192;1210;0.0000006;1;1;0;1;0;0;0;0
1;170;171;1160;0.00000053;1;1;0;0;0;0;0;0
0;162;146;770;0.00000046;1;1;0;0;0;0;0;0
0;147;167;1030;0.00000042;1;1;0;0;0;0;0;0
0;147;189;910;0.00000032;1;1;0;1;0;0;0;0
0;143;190;870;0.00000039;1;1;0;1;0;0;0;0
0;139;131;660;0.00000035;1;1;0;0;0;0;0;0
0;132;105;360;0.00000035;1;1;0;0;0;0;1;0
0;133;93;300;0.00000049;1;1;0;1;0;0;0;0
0;133;120;360;0.00000048;1;1;0;1;0;0;0;0
0;134;141;630;0.00000079;1;1;0;1;0;0;0;0
0;145;143;940;0.00000049;0;1;0;1;0;0;0;0
1;154;125;1080;0.000001;1;1;0;1;0;0;0;0
1;153;160;1250;0.00000056;1;1;0;1;0;0;0;0
0;158;170;1170;0.00000046;1;1;0;1;0;0;0;0
0;165;163;1280;0.00000066;1;1;0;1;0;0;0;0
1;180;179;1340;0.00000079;1;1;0;1;0;0;0;0
0;177;250;1480;0.0000017;1;1;0;1;0;0;0;0
0;163;217;1430;0.000001;1;1;0;1;0;0;0;0
0;162;249;1660;0.00000093;1;1;0;1;0;0;0;0
0;166;193;1240;0.0000009;1;1;0;1;0;0;0;0
1;181;221;1440;0.0000018;1;1;0;0;0;0;0;0
0;195;273;1840;0.0000015;1;1;0;0;0;0;0;0
1;197;264;1850;0.0000011;1;1;0;0;0;0;0;0
0;208;276;2550;0.0000014;1;1;0;1;0;0;0;0
0;205;289;2110;0.0000012;1;1;0;1;0;0;0;0
1;221;220;1540;0.00000081;1;1;0;1;0;0;0;0
